video_filename,analysis_mode,event_id,clip_path,predicted_category,predicted_primary_limb,predicted_confidence_score,corrected_category,corrected_strike_type,is_valid_strike,notes,created_at,model_suggested_strike_type,model_prediction_confidence,model_top_3_predictions
Andus - Tornado Kick_compressed.mp4,single_athlete_training,117,data\processed\clips\Andus - Tornado Kick_compressed\event_117_kick_candidate_right_ankle_t175p51.mp4,kick_candidate,right_ankle,0.9424,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.583333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.583333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.11}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.106667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,118,data\processed\clips\Andus - Tornado Kick_compressed\event_118_kick_candidate_right_ankle_t183p73.mp4,kick_candidate,right_ankle,0.9808,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.663333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.663333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.12}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.093333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,119,data\processed\clips\Andus - Tornado Kick_compressed\event_119_kick_candidate_right_ankle_t190p14.mp4,kick_candidate,right_ankle,0.8314,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.623333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.623333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.146667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.093333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,120,data\processed\clips\Andus - Tornado Kick_compressed\event_120_kick_candidate_right_ankle_t190p74.mp4,kick_candidate,right_ankle,0.7591,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.71,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.71}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.13}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.066667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,121,data\processed\clips\Andus - Tornado Kick_compressed\event_121_kick_candidate_right_ankle_t199p35.mp4,kick_candidate,right_ankle,0.9813,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.706667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.706667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.096667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.093333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,123,data\processed\clips\Andus - Tornado Kick_compressed\event_123_punch_candidate_right_wrist_t17p03.mp4,punch_candidate,right_wrist,0.6037,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.426667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.426667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.233333}, {""strike_type"": ""back_kick"", ""probability"": 0.196667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,124,data\processed\clips\Andus - Tornado Kick_compressed\event_124_punch_candidate_right_wrist_t24p44.mp4,punch_candidate,right_wrist,0.9607,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.723333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.723333}, {""strike_type"": ""axe_kick"", ""probability"": 0.143333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.06}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,125,data\processed\clips\Andus - Tornado Kick_compressed\event_125_punch_candidate_right_wrist_t26p45.mp4,punch_candidate,right_wrist,0.9258,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.566667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.566667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.16}, {""strike_type"": ""back_kick"", ""probability"": 0.15}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,127,data\processed\clips\Andus - Tornado Kick_compressed\event_127_punch_candidate_right_wrist_t40p27.mp4,punch_candidate,right_wrist,0.8685,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.666667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.666667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.096667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.093333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,128,data\processed\clips\Andus - Tornado Kick_compressed\event_128_punch_candidate_right_wrist_t41p48.mp4,punch_candidate,right_wrist,0.7092,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.463333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.463333}, {""strike_type"": ""back_kick"", ""probability"": 0.196667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.176667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,129,data\processed\clips\Andus - Tornado Kick_compressed\event_129_punch_candidate_right_wrist_t42p28.mp4,punch_candidate,right_wrist,0.914,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.596667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.596667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.17}, {""strike_type"": ""back_kick"", ""probability"": 0.136667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,130,data\processed\clips\Andus - Tornado Kick_compressed\event_130_punch_candidate_right_wrist_t44p08.mp4,punch_candidate,right_wrist,0.7782,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.77,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.77}, {""strike_type"": ""back_kick"", ""probability"": 0.083333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.083333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,131,data\processed\clips\Andus - Tornado Kick_compressed\event_131_punch_candidate_right_wrist_t46p28.mp4,punch_candidate,right_wrist,0.8951,unknown,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.556667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.556667}, {""strike_type"": ""back_kick"", ""probability"": 0.166667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.116667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,132,data\processed\clips\Andus - Tornado Kick_compressed\event_132_punch_candidate_right_wrist_t49p89.mp4,punch_candidate,right_wrist,0.795,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.58,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.58}, {""strike_type"": ""axe_kick"", ""probability"": 0.16}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.113333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,133,data\processed\clips\Andus - Tornado Kick_compressed\event_133_punch_candidate_right_wrist_t55p50.mp4,punch_candidate,right_wrist,0.8461,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.753333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.753333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.1}, {""strike_type"": ""axe_kick"", ""probability"": 0.056667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,134,data\processed\clips\Andus - Tornado Kick_compressed\event_134_punch_candidate_right_wrist_t68p52.mp4,punch_candidate,right_wrist,0.8229,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.68,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.68}, {""strike_type"": ""back_kick"", ""probability"": 0.106667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.093333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,135,data\processed\clips\Andus - Tornado Kick_compressed\event_135_punch_candidate_right_wrist_t81p35.mp4,punch_candidate,right_wrist,0.9127,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.74,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.74}, {""strike_type"": ""axe_kick"", ""probability"": 0.076667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.076667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,141,data\processed\clips\Andus - Tornado Kick_compressed\event_141_punch_candidate_right_wrist_t102p78.mp4,punch_candidate,right_wrist,0.9209,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.756667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.756667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.063333}, {""strike_type"": ""back_kick"", ""probability"": 0.06}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,142,data\processed\clips\Andus - Tornado Kick_compressed\event_142_punch_candidate_right_wrist_t107p79.mp4,punch_candidate,right_wrist,0.8972,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.496667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.496667}, {""strike_type"": ""axe_kick"", ""probability"": 0.206667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.13}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,143,data\processed\clips\Andus - Tornado Kick_compressed\event_143_punch_candidate_right_wrist_t111p80.mp4,punch_candidate,right_wrist,0.8129,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.556667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.556667}, {""strike_type"": ""axe_kick"", ""probability"": 0.2}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.1}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,144,data\processed\clips\Andus - Tornado Kick_compressed\event_144_punch_candidate_right_wrist_t114p20.mp4,punch_candidate,right_wrist,0.9017,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.536667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.536667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.19}, {""strike_type"": ""back_kick"", ""probability"": 0.156667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,146,data\processed\clips\Andus - Tornado Kick_compressed\event_146_punch_candidate_right_wrist_t120p61.mp4,punch_candidate,right_wrist,0.739,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.513333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.513333}, {""strike_type"": ""axe_kick"", ""probability"": 0.183333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.12}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,147,data\processed\clips\Andus - Tornado Kick_compressed\event_147_punch_candidate_right_wrist_t126p83.mp4,punch_candidate,right_wrist,0.8874,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.556667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.556667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.23}, {""strike_type"": ""back_kick"", ""probability"": 0.133333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,151,data\processed\clips\Andus - Tornado Kick_compressed\event_151_punch_candidate_right_wrist_t149p47.mp4,punch_candidate,right_wrist,0.7568,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.63,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.63}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.163333}, {""strike_type"": ""back_kick"", ""probability"": 0.103333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,152,data\processed\clips\Andus - Tornado Kick_compressed\event_152_punch_candidate_right_wrist_t158p88.mp4,punch_candidate,right_wrist,0.9323,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.666667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.666667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.106667}, {""strike_type"": ""back_kick"", ""probability"": 0.076667}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,154,data\processed\clips\Andus - Tornado Kick_compressed\event_154_punch_candidate_right_wrist_t163p49.mp4,punch_candidate,right_wrist,0.7689,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.516667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.516667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.186667}, {""strike_type"": ""axe_kick"", ""probability"": 0.14}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,155,data\processed\clips\Andus - Tornado Kick_compressed\event_155_punch_candidate_right_wrist_t174p71.mp4,punch_candidate,right_wrist,0.9448,kick,tornado_kick,True,,2026-04-29T21:07:27,roundhouse_kick,0.35,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.35}, {""strike_type"": ""axe_kick"", ""probability"": 0.266667}, {""strike_type"": ""back_kick"", ""probability"": 0.143333}]"
Andus - Tornado Kick_compressed.mp4,single_athlete_training,157,data\processed\clips\Andus - Tornado Kick_compressed\event_157_punch_candidate_right_wrist_t193p54.mp4,punch_candidate,right_wrist,0.8645,false_positive,unknown,False,,2026-04-29T21:07:27,roundhouse_kick,0.62,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.62}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.196667}, {""strike_type"": ""back_kick"", ""probability"": 0.103333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,1,data\processed\clips\Alicia - Double & Front Double\event_001_kick_candidate_left_ankle_t0p40.mp4,kick_candidate,left_ankle,0.9768,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.7,"[{""strike_type"": ""back_kick"", ""probability"": 0.7}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.173333}, {""strike_type"": ""axe_kick"", ""probability"": 0.05}]"
Alicia - Double & Front Double.mp4,single_athlete_training,2,data\processed\clips\Alicia - Double & Front Double\event_002_kick_candidate_left_ankle_t3p20.mp4,kick_candidate,left_ankle,0.9741,unknown,double_kick,True,,2026-04-30T08:29:53,back_kick,0.716667,"[{""strike_type"": ""back_kick"", ""probability"": 0.716667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.16}, {""strike_type"": ""tornado_kick"", ""probability"": 0.046667}]"
Alicia - Double & Front Double.mp4,single_athlete_training,4,data\processed\clips\Alicia - Double & Front Double\event_004_kick_candidate_left_ankle_t9p00.mp4,kick_candidate,left_ankle,0.9542,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.543333,"[{""strike_type"": ""back_kick"", ""probability"": 0.543333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.31}, {""strike_type"": ""axe_kick"", ""probability"": 0.063333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,5,data\processed\clips\Alicia - Double & Front Double\event_005_kick_candidate_left_ankle_t12p40.mp4,kick_candidate,left_ankle,0.9704,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.66,"[{""strike_type"": ""back_kick"", ""probability"": 0.66}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.176667}, {""strike_type"": ""axe_kick"", ""probability"": 0.07}]"
Alicia - Double & Front Double.mp4,single_athlete_training,8,data\processed\clips\Alicia - Double & Front Double\event_008_kick_candidate_left_ankle_t16p99.mp4,kick_candidate,left_ankle,0.9576,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.723333,"[{""strike_type"": ""back_kick"", ""probability"": 0.723333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.156667}, {""strike_type"": ""axe_kick"", ""probability"": 0.05}]"
Alicia - Double & Front Double.mp4,single_athlete_training,9,data\processed\clips\Alicia - Double & Front Double\event_009_kick_candidate_left_ankle_t19p99.mp4,kick_candidate,left_ankle,0.7358,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.683333,"[{""strike_type"": ""back_kick"", ""probability"": 0.683333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.166667}, {""strike_type"": ""axe_kick"", ""probability"": 0.066667}]"
Alicia - Double & Front Double.mp4,single_athlete_training,11,data\processed\clips\Alicia - Double & Front Double\event_011_kick_candidate_left_ankle_t23p59.mp4,kick_candidate,left_ankle,0.9222,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.55,"[{""strike_type"": ""back_kick"", ""probability"": 0.55}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.293333}, {""strike_type"": ""axe_kick"", ""probability"": 0.063333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,12,data\processed\clips\Alicia - Double & Front Double\event_012_kick_candidate_left_ankle_t32p79.mp4,kick_candidate,left_ankle,0.8294,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.59,"[{""strike_type"": ""back_kick"", ""probability"": 0.59}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.29}, {""strike_type"": ""axe_kick"", ""probability"": 0.043333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,14,data\processed\clips\Alicia - Double & Front Double\event_014_kick_candidate_left_ankle_t44p58.mp4,kick_candidate,left_ankle,0.8953,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.67,"[{""strike_type"": ""back_kick"", ""probability"": 0.67}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.233333}, {""strike_type"": ""tornado_kick"", ""probability"": 0.04}]"
Alicia - Double & Front Double.mp4,single_athlete_training,15,data\processed\clips\Alicia - Double & Front Double\event_015_kick_candidate_left_ankle_t48p98.mp4,kick_candidate,left_ankle,0.9665,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.63,"[{""strike_type"": ""back_kick"", ""probability"": 0.63}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.25}, {""strike_type"": ""axe_kick"", ""probability"": 0.046667}]"
Alicia - Double & Front Double.mp4,single_athlete_training,16,data\processed\clips\Alicia - Double & Front Double\event_016_kick_candidate_left_ankle_t52p38.mp4,kick_candidate,left_ankle,0.8247,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.6,"[{""strike_type"": ""back_kick"", ""probability"": 0.6}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.256667}, {""strike_type"": ""axe_kick"", ""probability"": 0.053333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,19,data\processed\clips\Alicia - Double & Front Double\event_019_kick_candidate_left_ankle_t56p18.mp4,kick_candidate,left_ankle,0.9615,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.723333,"[{""strike_type"": ""back_kick"", ""probability"": 0.723333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.163333}, {""strike_type"": ""tornado_kick"", ""probability"": 0.043333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,20,data\processed\clips\Alicia - Double & Front Double\event_020_punch_candidate_left_wrist_t16p79.mp4,punch_candidate,left_wrist,0.7894,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.7,"[{""strike_type"": ""back_kick"", ""probability"": 0.7}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.166667}, {""strike_type"": ""axe_kick"", ""probability"": 0.043333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,23,data\processed\clips\Alicia - Double & Front Double\event_023_punch_candidate_left_wrist_t32p39.mp4,punch_candidate,left_wrist,0.6639,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.64,"[{""strike_type"": ""back_kick"", ""probability"": 0.64}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.19}, {""strike_type"": ""tornado_kick"", ""probability"": 0.066667}]"
Alicia - Double & Front Double.mp4,single_athlete_training,27,data\processed\clips\Alicia - Double & Front Double\event_027_kick_candidate_right_ankle_t0p60.mp4,kick_candidate,right_ankle,0.7693,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.62,"[{""strike_type"": ""back_kick"", ""probability"": 0.62}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.253333}, {""strike_type"": ""axe_kick"", ""probability"": 0.053333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,29,data\processed\clips\Alicia - Double & Front Double\event_029_kick_candidate_right_ankle_t3p60.mp4,kick_candidate,right_ankle,0.9734,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.583333,"[{""strike_type"": ""back_kick"", ""probability"": 0.583333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.293333}, {""strike_type"": ""tornado_kick"", ""probability"": 0.053333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,30,data\processed\clips\Alicia - Double & Front Double\event_030_kick_candidate_right_ankle_t6p40.mp4,kick_candidate,right_ankle,0.9231,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.556667,"[{""strike_type"": ""back_kick"", ""probability"": 0.556667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.296667}, {""strike_type"": ""axe_kick"", ""probability"": 0.063333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,31,data\processed\clips\Alicia - Double & Front Double\event_031_kick_candidate_right_ankle_t8p80.mp4,kick_candidate,right_ankle,0.9031,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.693333,"[{""strike_type"": ""back_kick"", ""probability"": 0.693333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.163333}, {""strike_type"": ""tornado_kick"", ""probability"": 0.063333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,33,data\processed\clips\Alicia - Double & Front Double\event_033_kick_candidate_right_ankle_t12p79.mp4,kick_candidate,right_ankle,0.8329,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.62,"[{""strike_type"": ""back_kick"", ""probability"": 0.62}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.223333}, {""strike_type"": ""tornado_kick"", ""probability"": 0.063333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,35,data\processed\clips\Alicia - Double & Front Double\event_035_kick_candidate_right_ankle_t16p59.mp4,kick_candidate,right_ankle,0.9569,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.723333,"[{""strike_type"": ""back_kick"", ""probability"": 0.723333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.156667}, {""strike_type"": ""hopaxe_kick"", ""probability"": 0.04}]"
Alicia - Double & Front Double.mp4,single_athlete_training,36,data\processed\clips\Alicia - Double & Front Double\event_036_kick_candidate_right_ankle_t19p99.mp4,kick_candidate,right_ankle,0.9624,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.676667,"[{""strike_type"": ""back_kick"", ""probability"": 0.676667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.186667}, {""strike_type"": ""tornado_kick"", ""probability"": 0.06}]"
Alicia - Double & Front Double.mp4,single_athlete_training,38,data\processed\clips\Alicia - Double & Front Double\event_038_kick_candidate_right_ankle_t23p19.mp4,kick_candidate,right_ankle,0.6781,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.7,"[{""strike_type"": ""back_kick"", ""probability"": 0.7}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.143333}, {""strike_type"": ""axe_kick"", ""probability"": 0.07}]"
Alicia - Double & Front Double.mp4,single_athlete_training,39,data\processed\clips\Alicia - Double & Front Double\event_039_kick_candidate_right_ankle_t32p39.mp4,kick_candidate,right_ankle,0.969,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.68,"[{""strike_type"": ""back_kick"", ""probability"": 0.68}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.183333}, {""strike_type"": ""tornado_kick"", ""probability"": 0.06}]"
Alicia - Double & Front Double.mp4,single_athlete_training,40,data\processed\clips\Alicia - Double & Front Double\event_040_kick_candidate_right_ankle_t40p38.mp4,kick_candidate,right_ankle,0.8111,kick,frontdouble_kick,True,,2026-04-30T08:29:53,hopstep_kick,0.443333,"[{""strike_type"": ""hopstep_kick"", ""probability"": 0.443333}, {""strike_type"": ""back_kick"", ""probability"": 0.41}, {""strike_type"": ""axe_kick"", ""probability"": 0.053333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,41,data\processed\clips\Alicia - Double & Front Double\event_041_kick_candidate_right_ankle_t44p18.mp4,kick_candidate,right_ankle,0.9609,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.743333,"[{""strike_type"": ""back_kick"", ""probability"": 0.743333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.133333}, {""strike_type"": ""tornado_kick"", ""probability"": 0.053333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,42,data\processed\clips\Alicia - Double & Front Double\event_042_kick_candidate_right_ankle_t48p58.mp4,kick_candidate,right_ankle,0.9757,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.736667,"[{""strike_type"": ""back_kick"", ""probability"": 0.736667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.156667}, {""strike_type"": ""tornado_kick"", ""probability"": 0.046667}]"
Alicia - Double & Front Double.mp4,single_athlete_training,43,data\processed\clips\Alicia - Double & Front Double\event_043_kick_candidate_right_ankle_t52p98.mp4,kick_candidate,right_ankle,0.9515,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.546667,"[{""strike_type"": ""back_kick"", ""probability"": 0.546667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.29}, {""strike_type"": ""tornado_kick"", ""probability"": 0.06}]"
Alicia - Double & Front Double.mp4,single_athlete_training,44,data\processed\clips\Alicia - Double & Front Double\event_044_kick_candidate_right_ankle_t56p58.mp4,kick_candidate,right_ankle,0.9477,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.553333,"[{""strike_type"": ""back_kick"", ""probability"": 0.553333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.306667}, {""strike_type"": ""axe_kick"", ""probability"": 0.053333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,48,data\processed\clips\Alicia - Double & Front Double\event_048_punch_candidate_right_wrist_t9p00.mp4,punch_candidate,right_wrist,0.8472,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.553333,"[{""strike_type"": ""back_kick"", ""probability"": 0.553333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.313333}, {""strike_type"": ""axe_kick"", ""probability"": 0.053333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,49,data\processed\clips\Alicia - Double & Front Double\event_049_punch_candidate_right_wrist_t12p60.mp4,punch_candidate,right_wrist,0.9647,kick,frontdouble_kick,True,,2026-04-30T08:29:53,back_kick,0.643333,"[{""strike_type"": ""back_kick"", ""probability"": 0.643333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.203333}, {""strike_type"": ""tornado_kick"", ""probability"": 0.063333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,52,data\processed\clips\Alicia - Double & Front Double\event_052_punch_candidate_right_wrist_t23p59.mp4,punch_candidate,right_wrist,0.6627,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.553333,"[{""strike_type"": ""back_kick"", ""probability"": 0.553333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.28}, {""strike_type"": ""axe_kick"", ""probability"": 0.063333}]"
Alicia - Double & Front Double.mp4,single_athlete_training,55,data\processed\clips\Alicia - Double & Front Double\event_055_punch_candidate_right_wrist_t52p38.mp4,punch_candidate,right_wrist,0.912,kick,double_kick,True,,2026-04-30T08:29:53,back_kick,0.653333,"[{""strike_type"": ""back_kick"", ""probability"": 0.653333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.2}, {""strike_type"": ""axe_kick"", ""probability"": 0.056667}]"
