video_filename,analysis_mode,event_id,clip_path,duration_seconds,predicted_confidence_score,predicted_primary_limb,predicted_category,average_visibility_score_mean,pose_lost_frame_count,pose_lost_ratio,corrected_category,corrected_strike_type,coarse_strike_type,left_wrist_max_speed,left_wrist_mean_speed,left_wrist_total_distance,left_wrist_x_displacement,left_wrist_y_displacement,left_wrist_max_x,left_wrist_min_x,left_wrist_max_y,left_wrist_min_y,left_wrist_range_x,left_wrist_range_y,right_wrist_max_speed,right_wrist_mean_speed,right_wrist_total_distance,right_wrist_x_displacement,right_wrist_y_displacement,right_wrist_max_x,right_wrist_min_x,right_wrist_max_y,right_wrist_min_y,right_wrist_range_x,right_wrist_range_y,left_elbow_max_speed,left_elbow_mean_speed,left_elbow_total_distance,left_elbow_x_displacement,left_elbow_y_displacement,left_elbow_max_x,left_elbow_min_x,left_elbow_max_y,left_elbow_min_y,left_elbow_range_x,left_elbow_range_y,right_elbow_max_speed,right_elbow_mean_speed,right_elbow_total_distance,right_elbow_x_displacement,right_elbow_y_displacement,right_elbow_max_x,right_elbow_min_x,right_elbow_max_y,right_elbow_min_y,right_elbow_range_x,right_elbow_range_y,left_ankle_max_speed,left_ankle_mean_speed,left_ankle_total_distance,left_ankle_x_displacement,left_ankle_y_displacement,left_ankle_max_x,left_ankle_min_x,left_ankle_max_y,left_ankle_min_y,left_ankle_range_x,left_ankle_range_y,right_ankle_max_speed,right_ankle_mean_speed,right_ankle_total_distance,right_ankle_x_displacement,right_ankle_y_displacement,right_ankle_max_x,right_ankle_min_x,right_ankle_max_y,right_ankle_min_y,right_ankle_range_x,right_ankle_range_y,left_knee_max_speed,left_knee_mean_speed,left_knee_total_distance,left_knee_x_displacement,left_knee_y_displacement,left_knee_max_x,left_knee_min_x,left_knee_max_y,left_knee_min_y,left_knee_range_x,left_knee_range_y,right_knee_max_speed,right_knee_mean_speed,right_knee_total_distance,right_knee_x_displacement,right_knee_y_displacement,right_knee_max_x,right_knee_min_x,right_knee_max_y,right_knee_min_y,right_knee_range_x,right_knee_range_y,left_hip_max_speed,left_hip_mean_speed,left_hip_total_distance,left_hip_x_displacement,left_hip_y_displacement,left_hip_max_x,left_hip_min_x,left_hip_max_y,left_hip_min_y,left_hip_range_x,left_hip_range_y,right_hip_max_speed,right_hip_mean_speed,right_hip_total_distance,right_hip_x_displacement,right_hip_y_displacement,right_hip_max_x,right_hip_min_x,right_hip_max_y,right_hip_min_y,right_hip_range_x,right_hip_range_y,left_shoulder_max_speed,left_shoulder_mean_speed,left_shoulder_total_distance,left_shoulder_x_displacement,left_shoulder_y_displacement,left_shoulder_max_x,left_shoulder_min_x,left_shoulder_max_y,left_shoulder_min_y,left_shoulder_range_x,left_shoulder_range_y,right_shoulder_max_speed,right_shoulder_mean_speed,right_shoulder_total_distance,right_shoulder_x_displacement,right_shoulder_y_displacement,right_shoulder_max_x,right_shoulder_min_x,right_shoulder_max_y,right_shoulder_min_y,right_shoulder_range_x,right_shoulder_range_y
Group - Back Kick_compressed.mp4,single_athlete_training,39,data\processed\clips\Group - Back Kick_compressed\event_039_kick_candidate_right_ankle_t20p00.mp4,0.8,0.965,right_ankle,kick_candidate,0.826686,0,0.0,kick,back_kick,spinning_kicks,0.642584,0.272628,0.381679,0.024496,0.12438,0.504689,0.455572,0.792732,0.571893,0.049117,0.220839,0.583792,0.26301,0.368213,-0.066404,0.075988,0.526343,0.43919,0.775137,0.585481,0.087153,0.189656,0.488285,0.23789,0.333046,0.064505,0.068688,0.507,0.442495,0.74047,0.57041,0.064505,0.17006,0.62561,0.256641,0.359298,-0.081993,0.023316,0.548739,0.436518,0.727597,0.564854,0.112221,0.162743,0.391445,0.141422,0.197991,0.0191,0.008517,0.472626,0.444092,0.981555,0.898425,0.028534,0.083131,1.399806,0.642259,0.899162,-0.013789,-0.047604,0.575536,0.322788,0.982654,0.618679,0.252748,0.363974,0.395941,0.152846,0.213985,0.018775,0.006637,0.478969,0.44779,0.878796,0.784652,0.031179,0.094144,0.929635,0.430526,0.602736,-0.014,-0.024098,0.537823,0.389381,0.881504,0.622704,0.148442,0.2588,0.443466,0.178667,0.250133,-0.00239,-0.005415,0.497438,0.465084,0.79271,0.671783,0.032354,0.120927,0.540627,0.238922,0.33449,-0.039726,-0.007858,0.531648,0.442517,0.794397,0.641705,0.089131,0.152692,0.374725,0.185752,0.260053,0.029853,0.031742,0.504847,0.467319,0.657614,0.524396,0.037528,0.133218,0.489957,0.203338,0.284673,-0.045382,0.011325,0.534977,0.455458,0.646841,0.518125,0.079519,0.128716
Group - Back Kick_compressed.mp4,single_athlete_training,40,data\processed\clips\Group - Back Kick_compressed\event_040_kick_candidate_right_ankle_t22p80.mp4,0.4,0.7035,right_ankle,kick_candidate,0.55302,1,0.2,kick,back_kick,spinning_kicks,0.497202,0.192628,0.192628,0.026551,0.126545,0.360848,0.276715,0.817403,0.690858,0.084132,0.126545,0.766253,0.286675,0.286675,-0.042176,0.134871,0.289485,0.233274,0.809976,0.657369,0.056211,0.152606,0.247031,0.109685,0.109685,-0.048373,-0.026238,0.351316,0.292692,0.769929,0.720129,0.058624,0.049801,0.2823,0.103377,0.103377,-0.069617,0.002667,0.316185,0.245047,0.692871,0.658223,0.071138,0.034649,1.128041,0.339579,0.339579,0.027978,-0.324676,0.371888,0.322118,1.066137,0.741461,0.04977,0.324676,2.174897,0.737779,0.737779,0.045149,-0.272925,0.39601,0.31475,1.030383,0.601487,0.08126,0.428896,0.936463,0.400812,0.400812,0.051898,-0.390716,0.395452,0.341715,0.977496,0.586779,0.053738,0.390716,1.406167,0.443556,0.443556,0.032419,-0.338554,0.357116,0.324292,0.903051,0.564497,0.032824,0.338554,0.294702,0.101045,0.101045,-0.068031,-0.061228,0.382695,0.314665,0.847,0.782202,0.068031,0.064798,0.422135,0.113248,0.113248,-0.067989,-0.053535,0.362475,0.285238,0.807917,0.745334,0.077237,0.062583,0.232253,0.091807,0.091807,-0.082388,-0.031454,0.379613,0.297225,0.652128,0.618913,0.082388,0.033214,0.317668,0.108014,0.108014,-0.084226,-0.03209,0.347471,0.263246,0.591608,0.554815,0.084226,0.036793
Group - Back Kick_compressed.mp4,single_athlete_training,44,data\processed\clips\Group - Back Kick_compressed\event_044_kick_candidate_right_ankle_t58p20.mp4,0.6,0.9412,right_ankle,kick_candidate,0.707783,0,0.0,kick,back_kick,spinning_kicks,0.412549,0.209757,0.251709,0.008892,-0.017213,0.586692,0.483529,0.749883,0.667612,0.103163,0.08227,0.206005,0.107319,0.128783,0.04534,0.013137,0.54672,0.484235,0.737987,0.700282,0.062485,0.037705,0.427866,0.208773,0.250527,0.063184,0.032665,0.623045,0.531411,0.769007,0.655407,0.091635,0.113599,0.149845,0.094616,0.113539,0.038663,0.021933,0.512915,0.463951,0.691753,0.657754,0.048964,0.033999,0.685169,0.267828,0.321393,0.136255,0.042404,0.6286,0.454956,1.003518,0.874921,0.173643,0.128597,1.504265,0.61085,0.73302,0.101927,0.086753,0.543404,0.326479,1.037168,0.670307,0.216925,0.366861,0.414608,0.246136,0.295363,0.111799,0.026721,0.627885,0.500988,0.899002,0.782758,0.126897,0.116245,0.942211,0.39093,0.469115,0.075958,0.060503,0.550256,0.418014,0.921299,0.680956,0.132242,0.240343,0.204372,0.10564,0.126768,0.071098,0.009842,0.591513,0.514412,0.780849,0.741761,0.0771,0.039088,0.29982,0.161554,0.193865,0.054875,0.023043,0.546927,0.472933,0.7866,0.706723,0.073995,0.079877,0.255445,0.140452,0.168543,0.07047,-0.012987,0.605874,0.535404,0.688894,0.610159,0.07047,0.078735,0.144252,0.083379,0.100055,0.044991,-0.003795,0.539685,0.483405,0.627131,0.598313,0.05628,0.028818
Group - Back Kick_compressed.mp4,single_athlete_training,45,data\processed\clips\Group - Back Kick_compressed\event_045_kick_candidate_right_ankle_t63p40.mp4,0.6,0.9343,right_ankle,kick_candidate,0.675767,0,0.0,kick,back_kick,spinning_kicks,0.41692,0.162986,0.195584,0.167491,-0.004883,0.607502,0.440012,0.671503,0.629616,0.167491,0.041887,0.292485,0.151188,0.181425,0.127939,-0.061693,0.670449,0.54251,0.707554,0.625036,0.127939,0.082518,0.361474,0.141379,0.169655,0.148873,0.044657,0.595075,0.446202,0.660437,0.61016,0.148873,0.050277,0.341065,0.139816,0.167779,0.125147,-0.062267,0.690091,0.558212,0.688197,0.62593,0.131879,0.062267,0.665421,0.310378,0.372454,0.155585,0.055335,0.619033,0.463448,1.050725,0.919018,0.155585,0.131708,1.038301,0.459777,0.551733,0.22571,0.044552,0.69285,0.46714,1.065718,0.858058,0.22571,0.20766,0.417898,0.21098,0.253176,0.15438,0.02112,0.619271,0.461349,0.927152,0.855056,0.157922,0.072097,0.518667,0.282982,0.339579,0.21175,0.012561,0.67603,0.46428,0.933825,0.831745,0.21175,0.10208,0.294878,0.146522,0.175827,0.154662,0.021278,0.626185,0.471522,0.793379,0.750783,0.154662,0.042597,0.246337,0.153678,0.184413,0.171726,-0.010507,0.668418,0.496692,0.79898,0.763457,0.171726,0.035524,0.196362,0.122309,0.146771,0.120393,-0.014659,0.609829,0.489436,0.615952,0.575101,0.120393,0.040851,0.216988,0.132556,0.159067,0.132786,-0.072949,0.673911,0.541126,0.634656,0.561707,0.132786,0.072949
Group - Back Kick_compressed.mp4,single_athlete_training,47,data\processed\clips\Group - Back Kick_compressed\event_047_kick_candidate_right_ankle_t95p60.mp4,0.2,0.7967,right_ankle,kick_candidate,0.73125,0,0.0,kick,back_kick,spinning_kicks,0.606027,0.253057,0.202445,-0.012722,0.06517,0.495069,0.435105,0.775036,0.663417,0.059965,0.111619,0.347317,0.169461,0.135569,-0.121808,-0.056245,0.5092,0.387392,0.700479,0.644233,0.121808,0.056245,0.369474,0.150981,0.120785,0.005507,0.061116,0.491041,0.461991,0.750358,0.679408,0.02905,0.07095,0.383362,0.135725,0.10858,-0.077114,-0.044594,0.499974,0.422859,0.698271,0.65326,0.077114,0.045011,0.543815,0.273998,0.219199,-0.0142,0.003919,0.448481,0.375042,0.946298,0.859557,0.073439,0.086741,1.565072,0.574455,0.459564,-0.215563,-0.19108,0.51414,0.298577,0.942623,0.657521,0.215563,0.285102,0.317637,0.158524,0.126819,-0.02717,-0.007871,0.468668,0.407652,0.85123,0.807944,0.061015,0.043286,0.786704,0.327073,0.261658,-0.136995,-0.080671,0.502505,0.36551,0.845053,0.695007,0.136995,0.150046,0.155586,0.062823,0.050258,-0.015771,0.033946,0.467595,0.444951,0.773759,0.739813,0.022644,0.033946,0.170475,0.080184,0.064148,-0.057043,-0.009137,0.476349,0.419307,0.744326,0.725567,0.057043,0.018759,0.24478,0.114419,0.091535,0.019661,0.068934,0.496356,0.46809,0.697835,0.628901,0.028266,0.068934,0.122437,0.070619,0.056496,-0.031169,0.01438,0.488335,0.457166,0.64361,0.627267,0.031169,0.016343
Group - Back Kick_compressed.mp4,single_athlete_training,48,data\processed\clips\Group - Back Kick_compressed\event_048_kick_candidate_right_ankle_t96p20.mp4,0.2,0.8277,right_ankle,kick_candidate,0.769775,0,0.0,kick,back_kick,spinning_kicks,0.267138,0.147698,0.118158,-0.095279,0.039556,0.482347,0.387069,0.814593,0.775036,0.095279,0.039556,0.526436,0.249249,0.199399,-0.062259,0.188237,0.387392,0.325134,0.832471,0.644233,0.062259,0.188237,0.229919,0.118989,0.095191,-0.068962,0.036013,0.482643,0.413681,0.790357,0.750358,0.068962,0.039999,0.352261,0.178376,0.142701,-0.102765,0.093944,0.422859,0.320094,0.747621,0.653678,0.102765,0.093944,0.100305,0.045623,0.036499,-0.007779,0.025186,0.436211,0.426502,0.973516,0.946298,0.009709,0.027218,0.722877,0.376158,0.300927,0.024432,0.209405,0.323009,0.298577,1.005753,0.751543,0.024432,0.25421,0.214293,0.11012,0.088096,-0.048162,0.067493,0.441497,0.393335,0.910553,0.84306,0.048162,0.067493,0.465956,0.269686,0.215749,-0.049426,0.096179,0.36551,0.316084,0.917428,0.764383,0.049426,0.153046,0.199794,0.131357,0.105086,-0.087433,0.042221,0.444951,0.357518,0.822187,0.773759,0.087433,0.048429,0.25938,0.158445,0.126756,-0.092299,0.055697,0.419307,0.327008,0.804009,0.735189,0.092299,0.06882,0.187173,0.113939,0.091151,-0.069619,0.02575,0.487751,0.418132,0.733118,0.697835,0.069619,0.035283,0.258122,0.137684,0.110147,-0.092776,0.042761,0.457166,0.36439,0.689471,0.64361,0.092776,0.045861
Group - Back Kick_compressed.mp4,single_athlete_training,51,data\processed\clips\Group - Back Kick_compressed\event_051_kick_candidate_right_ankle_t111p20.mp4,0.6,0.9609,right_ankle,kick_candidate,0.803417,0,0.0,kick,back_kick,spinning_kicks,0.224224,0.132768,0.159322,0.031532,0.074816,0.512063,0.435733,0.735192,0.658349,0.07633,0.076843,0.20028,0.091825,0.110189,0.058076,0.048503,0.495659,0.424866,0.699432,0.649168,0.070794,0.050265,0.194213,0.084457,0.101348,0.041477,0.015334,0.514356,0.464321,0.719686,0.678041,0.050035,0.041644,0.124017,0.054499,0.065399,0.039466,0.036944,0.456265,0.416799,0.678334,0.634662,0.039466,0.043672,0.401451,0.187312,0.224774,0.098516,0.128939,0.516012,0.417497,0.951829,0.804171,0.098516,0.147659,1.216613,0.513616,0.616339,0.050887,0.065324,0.470053,0.349102,0.951331,0.65299,0.120951,0.298341,0.23733,0.088391,0.106069,0.072116,0.012107,0.517341,0.432956,0.84434,0.821435,0.084385,0.022905,0.751069,0.295765,0.354918,0.054018,0.014781,0.49534,0.394324,0.848514,0.691061,0.101016,0.157454,0.133311,0.062619,0.075143,0.044479,0.016102,0.492794,0.444733,0.75582,0.730062,0.04806,0.025758,0.12289,0.075287,0.090345,0.039897,0.018624,0.471288,0.429913,0.750406,0.707551,0.041375,0.042855,0.116754,0.058904,0.070685,0.040203,0.012649,0.5158,0.475597,0.666362,0.634832,0.040203,0.03153,0.05665,0.031778,0.038134,0.031074,0.01541,0.475937,0.444863,0.622823,0.607184,0.031074,0.015639
Group - Back Kick_compressed.mp4,single_athlete_training,52,data\processed\clips\Group - Back Kick_compressed\event_052_kick_candidate_right_ankle_t120p60.mp4,0.6,0.9633,right_ankle,kick_candidate,0.816033,0,0.0,kick,back_kick,spinning_kicks,0.355496,0.135188,0.162225,-0.025459,0.020235,0.499382,0.436718,0.76598,0.723599,0.062664,0.042381,0.216951,0.151167,0.181401,0.008528,0.0585,0.454468,0.404598,0.737773,0.679273,0.04987,0.0585,0.226747,0.087902,0.105482,-0.012194,0.015185,0.493426,0.451273,0.731298,0.696911,0.042153,0.034388,0.19896,0.108713,0.130455,0.006457,0.03349,0.439072,0.414181,0.689534,0.653029,0.024892,0.036506,0.133557,0.031188,0.037426,0.01019,-0.022157,0.442751,0.428607,0.944732,0.919356,0.014144,0.025376,1.009937,0.447941,0.537529,-0.017388,0.146985,0.457194,0.340418,0.968878,0.652235,0.116776,0.316643,0.097416,0.061661,0.073993,0.017792,0.001759,0.471349,0.43102,0.848322,0.830115,0.040329,0.018208,0.658664,0.262603,0.315123,-0.006892,0.057556,0.457002,0.378713,0.870095,0.706593,0.078289,0.163502,0.163874,0.063275,0.07593,-0.001538,0.004039,0.45978,0.445979,0.766707,0.73163,0.013801,0.035078,0.227822,0.08948,0.107376,0.002148,0.012029,0.442534,0.424144,0.760632,0.706032,0.01839,0.0546,0.135396,0.053357,0.064028,-0.001049,0.024987,0.489731,0.477377,0.681661,0.640622,0.012354,0.04104,0.148896,0.055917,0.067101,0.012653,0.023072,0.466694,0.440484,0.650136,0.61956,0.02621,0.030575
Group - Back Kick_compressed.mp4,single_athlete_training,53,data\processed\clips\Group - Back Kick_compressed\event_053_kick_candidate_right_ankle_t125p00.mp4,0.2,0.7669,right_ankle,kick_candidate,0.84825,0,0.0,kick,back_kick,spinning_kicks,0.01576,0.007115,0.005692,0.004108,-0.001452,0.463249,0.459141,0.710665,0.708113,0.004108,0.002552,0.245774,0.099228,0.079382,-0.054696,-0.033843,0.466966,0.41227,0.694134,0.650504,0.054696,0.04363,0.082353,0.046206,0.036964,0.022534,0.026347,0.468963,0.44643,0.712258,0.685911,0.022534,0.026347,0.226192,0.081217,0.064973,-0.023847,-0.047121,0.444475,0.413031,0.679542,0.632421,0.031444,0.047121,0.039755,0.015344,0.012275,-0.008901,0.0053,0.427996,0.4185,0.911855,0.906554,0.009496,0.0053,1.158806,0.455887,0.36471,-0.086467,-0.116314,0.448947,0.334347,0.891187,0.675403,0.1146,0.215784,0.057794,0.025635,0.020508,-0.013309,-0.004,0.443948,0.427551,0.8268,0.822801,0.016397,0.004,0.56885,0.23354,0.186832,-0.040853,-0.067575,0.457549,0.386306,0.817403,0.70884,0.071242,0.108563,0.052358,0.022791,0.018233,0.000878,-0.01027,0.438183,0.430839,0.747519,0.737249,0.007344,0.01027,0.163166,0.061127,0.048902,-0.021443,-0.033378,0.441684,0.416109,0.746231,0.710911,0.025575,0.035321,0.065585,0.030684,0.024547,0.018716,0.014569,0.47448,0.455764,0.654976,0.640407,0.018716,0.014569,0.093922,0.040241,0.032193,-0.005705,-0.019232,0.452908,0.439791,0.634012,0.613829,0.013116,0.020183
Group - Back Kick_compressed.mp4,single_athlete_training,55,data\processed\clips\Group - Back Kick_compressed\event_055_kick_candidate_right_ankle_t146p00.mp4,0.2,0.8161,right_ankle,kick_candidate,0.71805,0,0.0,kick,back_kick,spinning_kicks,0.357085,0.173837,0.139069,-0.014265,-0.003161,0.548175,0.531239,0.695364,0.625984,0.016936,0.06938,0.700377,0.249647,0.199717,-0.093714,0.010856,0.583565,0.448659,0.726215,0.688515,0.134907,0.0377,0.22727,0.136134,0.108907,0.038499,0.036739,0.560381,0.521882,0.694979,0.629384,0.038499,0.065595,0.434834,0.152182,0.121746,-0.074792,-0.024943,0.554874,0.468251,0.677834,0.645165,0.086623,0.032669,0.864582,0.494877,0.395901,-0.09933,-0.035592,0.548883,0.416628,0.97993,0.786961,0.132255,0.192969,1.165162,0.491451,0.393161,-0.110376,-0.238317,0.480256,0.36988,0.998785,0.760468,0.110376,0.238317,0.335129,0.207303,0.165843,-0.051417,-0.057416,0.536459,0.479476,0.865747,0.762686,0.056983,0.103061,0.792523,0.296023,0.236819,-0.079638,-0.213358,0.521473,0.441835,0.889594,0.676235,0.079638,0.213358,0.351305,0.109353,0.087482,0.012661,-0.058512,0.537614,0.524953,0.757748,0.687555,0.012661,0.070193,0.453923,0.132939,0.106351,-0.014558,-0.099108,0.516392,0.491681,0.764198,0.66509,0.024711,0.099108,0.135889,0.074151,0.059321,0.03776,0.025112,0.566421,0.528661,0.603588,0.572162,0.03776,0.031426,0.289056,0.100994,0.080795,-0.039923,0.022329,0.541592,0.486156,0.596334,0.5685,0.055436,0.027834
Group - Back Kick_compressed.mp4,single_athlete_training,56,data\processed\clips\Group - Back Kick_compressed\event_056_kick_candidate_right_ankle_t146p60.mp4,0.2,0.7929,right_ankle,kick_candidate,0.760575,0,0.0,kick,back_kick,spinning_kicks,0.141172,0.070149,0.05612,0.03901,-0.012953,0.572921,0.53391,0.695484,0.67925,0.03901,0.016234,0.175436,0.077635,0.062108,0.0499,-0.006543,0.53975,0.489851,0.71213,0.692829,0.0499,0.019301,0.15304,0.085118,0.068094,0.055058,-0.02362,0.615439,0.560381,0.694979,0.671359,0.055058,0.02362,0.144438,0.094387,0.07551,0.056914,-0.001248,0.536996,0.480081,0.660371,0.639592,0.056914,0.02078,0.445832,0.211439,0.169152,0.16221,0.033859,0.611763,0.449553,0.981143,0.944338,0.16221,0.036805,0.83575,0.322658,0.258127,0.111451,0.181036,0.481331,0.36988,0.965348,0.760468,0.111451,0.20488,0.339274,0.163311,0.130649,0.113088,0.04824,0.598131,0.485042,0.861201,0.808331,0.113088,0.05287,0.720689,0.24105,0.19284,0.067231,0.149627,0.509066,0.441835,0.828342,0.676235,0.067231,0.152107,0.311322,0.113875,0.0911,0.04627,0.039355,0.583884,0.537614,0.74649,0.689512,0.04627,0.056978,0.307182,0.122204,0.097763,0.046469,0.064393,0.548304,0.501835,0.7369,0.66509,0.046469,0.07181,0.094807,0.061612,0.049289,0.042481,-0.009548,0.608902,0.566421,0.603588,0.594032,0.042481,0.009557,0.152456,0.09454,0.075632,0.049687,-0.008291,0.551356,0.501669,0.590829,0.564986,0.049687,0.025842
Group - Back Kick_compressed.mp4,single_athlete_training,57,data\processed\clips\Group - Back Kick_compressed\event_057_kick_candidate_right_ankle_t152p40.mp4,0.4,0.9607,right_ankle,kick_candidate,0.8047,0,0.0,kick,back_kick,spinning_kicks,0.283618,0.138616,0.138616,0.071065,0.030059,0.574952,0.488373,0.740154,0.697826,0.086579,0.042328,0.491521,0.231861,0.231861,0.123816,0.014538,0.511924,0.388107,0.734864,0.644133,0.123816,0.090731,0.354373,0.135839,0.135839,0.103131,0.023805,0.610378,0.507246,0.711272,0.67647,0.103131,0.034802,0.346974,0.163667,0.163667,0.08689,0.010564,0.523151,0.436261,0.671669,0.605818,0.08689,0.065851,0.755478,0.197605,0.197605,0.17877,0.013627,0.616299,0.437529,0.995005,0.960031,0.17877,0.034974,1.479327,0.681871,0.681871,0.067167,0.059784,0.51215,0.331291,0.980984,0.644177,0.180859,0.336807,0.580587,0.162353,0.162353,0.127133,0.042526,0.59255,0.465417,0.890342,0.826367,0.127133,0.063976,0.708152,0.335137,0.335137,0.035229,0.046525,0.473366,0.40872,0.864839,0.683301,0.064645,0.181538,0.365627,0.118547,0.118547,0.079149,0.04045,0.571327,0.492178,0.769059,0.710629,0.079149,0.058429,0.380776,0.126606,0.126606,0.072337,0.047922,0.532005,0.459668,0.758256,0.687725,0.072337,0.070531,0.211172,0.098872,0.098872,0.082618,0.007963,0.602111,0.519493,0.609249,0.593378,0.082618,0.015871,0.272441,0.138861,0.138861,0.077096,-0.003566,0.542002,0.464906,0.589602,0.539945,0.077096,0.049657
Group - Back Kick_compressed.mp4,single_athlete_training,58,data\processed\clips\Group - Back Kick_compressed\event_058_kick_candidate_right_ankle_t155p80.mp4,0.4,0.9791,right_ankle,kick_candidate,0.8942,0,0.0,kick,back_kick,spinning_kicks,0.638929,0.221178,0.221178,-0.049807,0.007474,0.556174,0.435866,0.696778,0.643724,0.120308,0.053054,0.425641,0.184292,0.184292,0.002187,0.017338,0.56667,0.551229,0.793084,0.694734,0.015441,0.09835,0.463477,0.146134,0.146134,-0.040102,-0.029133,0.540365,0.456434,0.655281,0.615935,0.083931,0.039346,0.240335,0.078838,0.078838,0.055994,0.030686,0.57597,0.519976,0.685453,0.64445,0.055994,0.041003,1.262673,0.738455,0.738455,-0.04855,0.026229,0.559533,0.338771,0.958087,0.655908,0.220762,0.302179,1.217738,0.56074,0.56074,0.05525,0.001016,0.536642,0.417469,0.978837,0.735459,0.119173,0.243378,0.564067,0.3627,0.3627,-0.091848,0.001394,0.554619,0.400295,0.82495,0.690097,0.154324,0.134853,0.660328,0.312109,0.312109,0.039283,-0.00686,0.542565,0.478392,0.857936,0.725874,0.064172,0.132061,0.294606,0.128052,0.128052,-0.021442,-0.028147,0.526297,0.469672,0.730983,0.682593,0.056625,0.04839,0.276649,0.130932,0.130932,0.021219,-0.03723,0.533054,0.501938,0.744331,0.689166,0.031116,0.055165,0.286897,0.088752,0.088752,-0.02793,-0.036677,0.541972,0.489015,0.59257,0.555894,0.052957,0.036677,0.11811,0.064149,0.064149,0.038948,-0.002393,0.572403,0.533455,0.605742,0.581265,0.038948,0.024477
Group - Back Kick_compressed.mp4,single_athlete_training,60,data\processed\clips\Group - Back Kick_compressed\event_060_kick_candidate_right_ankle_t166p00.mp4,0.2,0.855,right_ankle,kick_candidate,0.739875,0,0.0,kick,back_kick,spinning_kicks,0.376045,0.180676,0.14454,0.083723,0.022357,0.574524,0.490801,0.753928,0.685731,0.083723,0.068197,0.253508,0.123457,0.098766,0.044766,-0.031438,0.488183,0.437889,0.713091,0.663655,0.050294,0.049436,0.239483,0.13271,0.106168,0.082268,-0.037503,0.589019,0.506751,0.689198,0.63756,0.082268,0.051638,0.323347,0.135067,0.108054,0.049294,-0.041564,0.490655,0.431479,0.665481,0.607623,0.059176,0.057858,0.536106,0.14864,0.118912,0.110556,0.003978,0.573058,0.459356,0.98086,0.976882,0.113702,0.003978,0.865465,0.420367,0.336294,-0.030804,-0.082836,0.443935,0.333035,0.866796,0.733896,0.1109,0.1329,0.27886,0.099887,0.07991,0.061972,0.009012,0.540586,0.478614,0.847456,0.832978,0.061972,0.014478,0.239371,0.116389,0.093112,0.018097,-0.035403,0.451584,0.406679,0.749346,0.702711,0.044905,0.046636,0.179419,0.058564,0.046851,0.04674,0.002848,0.537862,0.491122,0.712249,0.7094,0.04674,0.002848,0.120387,0.077463,0.061971,0.038441,0.002571,0.499349,0.460907,0.706695,0.688148,0.038441,0.018547,0.23333,0.093016,0.074413,0.059156,-0.039022,0.575892,0.516736,0.583674,0.544653,0.059156,0.039022,0.193633,0.096641,0.077313,0.03529,-0.036961,0.495658,0.45732,0.590591,0.540241,0.038338,0.050349
Group - Back Kick_compressed.mp4,single_athlete_training,61,data\processed\clips\Group - Back Kick_compressed\event_061_kick_candidate_right_ankle_t166p60.mp4,0.2,0.8084,right_ankle,kick_candidate,0.768725,0,0.0,kick,back_kick,spinning_kicks,0.277653,0.150672,0.120537,0.001788,0.01524,0.593341,0.547307,0.728491,0.697435,0.046034,0.031056,0.203067,0.073833,0.059066,-0.017414,0.042897,0.492766,0.470769,0.72223,0.679333,0.021996,0.042897,0.261745,0.151558,0.121247,-0.01209,0.010526,0.594215,0.576929,0.680534,0.629064,0.017286,0.051471,0.196258,0.092604,0.074083,0.005649,0.021332,0.527707,0.490655,0.640409,0.619077,0.037052,0.021332,0.142432,0.046691,0.037353,0.020349,0.023657,0.595573,0.573058,1.005461,0.98086,0.022515,0.024602,0.647892,0.309896,0.247917,0.115456,0.207749,0.528587,0.41313,0.991708,0.78396,0.115456,0.207749,0.283954,0.095092,0.076074,0.021733,0.055315,0.569434,0.540586,0.897305,0.84199,0.028848,0.055315,0.446838,0.242054,0.193643,0.076125,0.173772,0.52771,0.451584,0.887715,0.713943,0.076125,0.173772,0.200635,0.079348,0.063478,0.015701,0.050199,0.559458,0.537862,0.762447,0.712249,0.021596,0.050199,0.199871,0.094856,0.075885,0.02628,0.065497,0.527147,0.499349,0.758806,0.693309,0.027798,0.065497,0.110849,0.050904,0.040723,-0.006,0.015323,0.587498,0.569892,0.563542,0.544653,0.017606,0.018889,0.179071,0.0635,0.0508,0.022062,0.006535,0.531299,0.495658,0.546776,0.540241,0.035641,0.006535
